"시도(1)",시도(2),시도(3),2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009
"시도(1)",시도(2),시도(3),총계,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,종량제방식에의한혼합배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,재활용품 분리 배출,음식물류폐기물분리배출
"시도(1)",시도(2),시도(3),소계,소계,가연성,가연성,가연성,가연성,가연성,가연성,가연성,불연성,불연성,불연성,불연성,불연성,소계,종이류,폐유리병류,캔류,플라스틱류,합성수지류,폐전기전자제품,폐전지류,타이어,윤활유,폐형광등,고철류,폐의류,영농폐기물,폐가구류,기타,소계
"시도(1)",시도(2),시도(3),소계,소계,소계,음식물류폐기물,폐지류,폐목재류,폐고무류,플라스틱류,기타,소계,폐유리류,폐금속류,폐토사류,기타,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계
"경북",발생량,소계,2303.7,1151.8,885.1,25.3,269.8,98.7,62.0,120.6,308.7,266.7,31.3,37.2,50.5,147.7,628.1,217.5,47.9,26.4,26.6,21.4,14.0,0.5,1.8,0.0,1.5,155.7,8.8,66.0,10.2,29.8,523.8
"경북",처리량,매 립,821.0,802.4,550.4,17.2,185.0,50.7,39.5,65.7,192.3,252.0,26.9,34.0,49.4,141.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.6
"경북",처리량,소 각,338.4,326.6,321.4,8.0,80.4,47.9,22.4,51.4,111.3,5.2,0.6,0.4,1.0,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.8
"경북",처리량,재활용,1144.3,22.8,13.3,0.1,4.4,0.1,0.1,3.5,5.1,9.5,3.8,2.8,0.1,2.8,628.1,217.5,47.9,26.4,26.6,21.4,14.0,0.5,1.8,0.0,1.5,155.7,8.8,66.0,10.2,29.8,493.4
"경남",발생량,소계,2923.1,1432.5,1227.2,96.0,378.3,141.3,101.2,288.3,222.1,205.3,52.8,30.3,38.2,84.0,759.9,235.6,116.0,16.2,44.9,27.2,10.4,0.2,3.2,0.0,1.0,137.7,11.8,37.6,6.2,111.9,730.7
"경남",처리량,매 립,713.7,707.7,525.4,18.7,182.3,18.2,34.7,134.4,137.1,182.3,41.0,24.5,37.9,78.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0
"경남",처리량,소 각,734.3,707.5,686.1,77.3,185.5,122.9,66.2,150.4,83.8,21.4,11.3,5.3,0.2,4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.8
"경남",처리량,재활용,1475.1,17.3,15.7,0.0,10.5,0.2,0.3,3.5,1.2,1.6,0.5,0.5,0.1,0.5,759.9,235.6,116.0,16.2,44.9,27.2,10.4,0.2,3.2,0.0,1.0,137.7,11.8,37.6,6.2,111.9,697.9
"제주",발생량,소계,496.4,226.8,174.4,6.8,106.0,25.3,9.8,20.2,6.3,52.4,22.3,2.1,14.1,13.9,151.3,56.2,36.7,11.4,22.8,0.1,0.0,0.0,0.0,0.0,0.0,20.6,2.9,0.0,0.0,0.6,118.3
"제주",처리량,매 립,68.1,68.1,15.7,0.0,5.4,1.8,3.1,3.3,2.1,52.4,22.3,2.1,14.1,13.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
"제주",처리량,소 각,168.9,158.7,158.7,6.8,100.6,23.5,6.7,16.9,4.2,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.2
"제주",처리량,재활용,259.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.3,56.2,36.7,11.4,22.8,0.1,0.0,0.0,0.0,0.0,0.0,20.6,2.9,0.0,0.0,0.6,108.1
